"Testbed","Hazard","Model_Type","Model_Name","(Intercept)","OtherA","OtherB","OtherC","OtherD","OtherE","OtherF","OtherG","OtherH","GoodsA","GoodsB","GoodsC","GoodsD","GoodsE","GoodsF","GoodsG","GoodsH","TradeA","TradeB","TradeC","TradeD","TradeE","TradeF","TradeG","TradeH","HS1A","HS1B","HS1C","HS1D","HS1E","HS1F","HS1G","HS1H","HS2A","HS2B","HS2C","HS2D","HS2E","HS2F","HS2G","HS2H","HS3A","HS3B","HS3C","HS3D","HS3E","HS3F","HS3G","HS3H"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS2A","-2.49436674079616","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0888936083804363","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS3A","-4.49013591371887","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0473377027849482","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS1B","-1.7574072157323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0480457914625946","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS2B","-1.80284398230146","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0511912169752017","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS3B","-2.10870256442604","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.087861788928073","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS1C","-1.51992649616133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0480807369265562","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS2C","-1.75832828805117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.047717769916482","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS3C","-3.67764449018904","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0615334012012094","-0.000222654002565331","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS1D","-1.94029795327141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0601206740428779","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS2D","-2.332519194555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0574698988145514","0","0","0","0","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS3D","-1.96335715888796","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.087959551875644","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS1E","-2.70149894681421","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1.30220253119713e-05","0","0","0","0","0","0","0","0","-0.0758034276369055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS2E","-2.43811625922993","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0485917450951825","0","0","0","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS3E","-2.73821732601724","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0728375450521216","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS1F","-2.03576389376551","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0748305881787595","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS2F","-2.97603235923378","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0477281639658756","0","0","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS3F","-1.97527265516505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0929599813194392","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS1G","-1.66108637803583","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0778199604046131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS2G","-1.65997501619492","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0480291920071085","0","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS3G","-3.41559190127925","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0470599794380915","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS1H","-1.65062602238761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.049385973889283","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS2H","-2.58196431118028","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0699307582781036","0","0","0","0","0","0","0","0"
"MMSA-shelby","earthquake","sectorPuma_model","DDS_ HS3H","-2.98433713696363","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0.0504814366434874"
