Testbed,Hazard,Model_Type,Model_Name,(Intercept),AG_MIN,UTIL_CONS,MANU,WHOLE,RETAIL,TRANS,INFO,FINANCE,REALE,PROF_MAN,ADMIN_EDU,HEALTH,ART,ACCO,OTHER,HS1,HS2,HS3,HS4
Joplin,tornado,sector_model,DFFD _ TRANS_L1,0.6869531464275,0,0.00629942037233934,-0.00015149673466501,-0.00922506962714316,-0.00513819755676565,-0.0532978425399202,0.00113941707786085,0.00309790981504979,-0.00129429655342807,-0.000927630668309211,0.00912954196554279,0.00464966043806579,0.00340544611602929,0.0485573888336475,0.0111652859218841,-0.0087120511502247,-0.0179654135717431,-0.0208057993241963,-0.00832909488759245
Joplin,tornado,sector_model,DFFD _ TRANS_L2,0.154393471548003,0,0.00430166733425302,0,-0.00396293852567698,-0.00231081547704028,-0.0242073699148954,0.00272723741068414,0.00555944479804639,0.00994304392308329,-1.36775859745907e-05,0.00259045884602346,0.00407769060464855,0.00286935624856251,0.00664868076747732,0.00256909875758192,-0.00410251584134445,-0.00843629293513572,-0.00975306214671023,-0.00395193955772457
Joplin,tornado,sector_model,DFFD _ TRANS_L3,1.23413406857053,0.00139124216210361,0.0175026202065701,0.000765875298315441,-0.0211208297739381,-0.0101940940333995,-0.0945396559257221,0.014233231851718,0.00565638701484748,0.0118340963978994,0.00201904973739719,0.00375337604644963,0.0110875665418511,0.0275546247860747,0.00219832944779479,0.0048114499566004,-0.0168998754902196,-0.0344639655852068,-0.0398139385937466,-0.0161890640060781
Joplin,tornado,sector_model,DFFD _ TRANS_L4,-0.10351859297469,0,0.00252100942528921,0.000131782940648724,-0.00195489228459106,-0.00141798045102411,-0.0137527686628788,0.000490295408686658,-0.000515549760931115,0.00194661984629734,-0.000261277649695987,0.000682924577911579,0.00254444808511357,0,-6.72869319919831e-05,0.000112602430045681,-0.0022366032110115,-0.00461490137386059,-0.00532935467907175,-0.00217341255231231
Joplin,tornado,sector_model,DFFD _ INFO_L1,-0.159406225264703,0,0.000127817969113472,-2.85315548099728e-06,-0.000393923325979012,-0.000215169662240943,0,-0.0477444827415261,0,0,0,0.000209607870305711,5.14217586004668e-05,0,0.0014970095615548,0.000304893501643494,-0.000277274531741215,-0.000709922708260863,-0.000790267472322901,-0.00032334048561911
Joplin,tornado,sector_model,DFFD _ INFO_L2,0.00430856656049089,0,0.00192012133320225,-0.000300896971076981,-0.00249085185126128,-0.00139548790005985,-0.000199032883009248,-0.273056588442138,0.00257232820047791,0.00408515519118624,-0.000474441103303611,0.000860988272187423,0.00160664792387082,0.000725901841810175,0.00276386608892537,0.00112624231938509,-0.00198259500491118,-0.00441955297552293,-0.00504473112234575,-0.00205110475775315
Joplin,tornado,sector_model,DFFD _ INFO_L3,-0.0529463522444702,0,0.00157380486221885,-0.000160252316196823,-0.00251042536953358,-0.0012312724189628,0,-0.231297170587588,0.000574019561315123,0.000760063315761811,-3.17432694239025e-05,9.48024820089703e-05,0.00082699780822972,0.00172786590973755,8.3658154388057e-05,0.000410855487405098,-0.00166290003201919,-0.00372506803390427,-0.00424171866699616,-0.00173113832806348
Joplin,tornado,sector_model,DFFD _ INFO_L4,-0.187475804188937,0,9.81751603646511e-06,0,-7.55124178068378e-05,-5.5814640031155e-05,0,-0.0150589932537162,0,0,0,0,2.36209771496076e-05,0,0,0,-5.27503297806941e-05,-0.000206755952593161,-0.000215436391202968,-9.26155057263442e-05
Joplin,tornado,sector_model,DFFD _ FINANCE_L1,-0.0081141704992551,0,0.000904367757778599,-0.000460287627684765,-0.00197495345899505,-0.00127390131490698,0,0,-0.168204146031157,0,-0.000465802297623413,0.00138981935344104,0.000780525380427248,0,0.00847719133289867,0.00177067764234173,-0.00175981714497461,-0.00375996091809177,-0.00431867194281727,-0.00171862470520844
Joplin,tornado,sector_model,DFFD _ FINANCE_L2,0.431201112034479,-0.000230746427128294,0.00543873199767305,-0.00161791147576753,-0.00698415304911431,-0.0047257464018095,-0.00065894697837821,0.00212229204302423,-0.606291703289257,0.014449602021583,-0.00156706413407613,0.00323987675647504,0.00572571058130005,0.0017037144072259,0.0104784600852367,0.0032217014222442,-0.00679282775271462,-0.014320865597774,-0.0164981401439829,-0.00664467577413324
Joplin,tornado,sector_model,DFFD _ FINANCE_L3,-0.0511295827037608,0,0.00134193480860872,-0.000317514540225395,-0.00218953887880994,-0.00124376783701098,0,0.000611313067634097,-0.155558205894938,0.00100492830667923,-1.7054549019692e-05,0.000169408462694061,0.000934505367146791,0.00118631851378664,0.00046206816284298,0.000302766046069762,-0.00171117186337177,-0.00362628277322778,-0.00415772891923284,-0.00167429582438737
Joplin,tornado,sector_model,DFFD _ REALE_L1,-0.165699451451739,0,0,0,-6.23235321696601e-05,-4.50197730883699e-05,0,0,0,-0.0277509291442342,0,2.4827430980776e-06,0,0,0.000222982671076271,1.35186174351474e-05,-5.72011360867642e-05,-0.000152405572652502,-0.000195787539134347,-8.33786742374254e-05
Joplin,tornado,sector_model,DFFD _ REALE_L2,-0.513978287422596,0,0.00180908879218955,0,-0.00285167612565303,-0.0021436724153156,0,0,0.00135980867302037,-0.989262304345974,0,0,0.00121062282333373,0,0.00221505192241329,0.000131395796552107,-0.00259717352651703,-0.00655109871123371,-0.00786557361314832,-0.00317191496223199
Joplin,tornado,sector_model,DFFD _ REALE_L3,-0.225928506088181,0,0.000362188851779281,0,-0.000818943046959279,-0.00053056646830834,0,0,0,-0.242177110041111,0,0,6.73909062936134e-05,0,0,0,-0.000604030109106132,-0.00157737687022183,-0.00189428315384522,-0.00076429603552558
Joplin,tornado,sector_model,DFFD _ REALE_L4,-0.19771869907473,0,0.000118804115069216,0,-0.000182214179362477,-0.000144648082518803,0,0,0,-0.063089544463329,0,0,8.5751084771576e-05,0,0,0,-0.00017459279809105,-0.000392858018941511,-0.000484100580094037,-0.000201094809714001
Joplin,tornado,sector_model,DFFD _ PROF_MAN_L1,-0.0253934835136861,0,0.0011212561680102,-0.000131424141750777,-0.00224825162329522,-0.00137654414270038,6.87186355766972e-05,-0.000248166817170424,0.000532593833462518,-0.000492559999378672,-0.0130939083290331,0.00148822728322416,0.000685047152828262,0,0.0096947110322757,0.00193192026626981,-0.00225125659325919,-0.00467371163661975,-0.00540708488817486,-0.00215943457779307
Joplin,tornado,sector_model,DFFD _ PROF_MAN_L2,0.329738763416202,-0.000618630952809868,0.00535194861707148,-0.000382721223397993,-0.00622996063138409,-0.00394770816464695,0,0.00161400229230774,0.00771420959411174,0.0128279699973767,-0.0364902810232292,0.0022950429713864,0.00484022851512379,0.00179643944305127,0.00693031173047144,0.00230469539540051,-0.0066738029714007,-0.0136585611784785,-0.0158084298581761,-0.00637202465326418
Joplin,tornado,sector_model,DFFD _ PROF_MAN_L3,1.05513045874599,0,0.0126966600414506,-0.000225964886353616,-0.0187827193081026,-0.0100330509454954,0.00364261672217486,0.00613777935457761,0.00469978987673567,0.00749372062897534,-0.0854415881720837,3.9288648018319e-05,0.00708512047907073,0.016056649366297,-0.00310072530876506,0.000881291940535213,-0.0160683429878144,-0.0327253035465399,-0.0378783632329598,-0.015311013508035
Joplin,tornado,sector_model,DFFD _ ADMIN_EDU_L1,3.74631079829805,-0.0128930365037427,0.0153548231155351,-0.00478308529772258,-0.0268947925958788,-0.0170632429745909,0.00116422601346313,-0.000756670850859902,0.014746385439838,0,-0.0078565425980184,-0.241696152650392,0.00948651244272737,0.00704572265366978,0.134244035615135,0.0295868448238707,-0.0210374481708664,-0.0435716166996537,-0.0506284441544506,-0.0204148288740719
Joplin,tornado,sector_model,DFFD _ ADMIN_EDU_L2,3.20519145761689,-0.0122424449293764,0.022582554419567,-0.00400081967933083,-0.0239286657003728,-0.0157592341010043,-0.00206991953403823,0.0116833480687478,0.0373225278336162,0.060476050214828,-0.00597446001147236,-0.227036828134073,0.0200697182520793,0.0163441820655678,0.039273139314143,0.0138924629140807,-0.0205824086495332,-0.0422192230833314,-0.0489476856105335,-0.0199924718866754
Joplin,tornado,sector_model,DFFD _ ADMIN_EDU_L3,0.65541754249117,-0.000314893381345312,0.00601956248214288,-0.000725121276851349,-0.00835172100966496,-0.00459122267485786,0.00110882374990065,0.00409315922994704,0.00349020809716787,0.00530408172723715,-0.00010496351114421,-0.0659541331395533,0.00331712121520262,0.00910031023984944,0.00123126242695914,0.00154351742041709,-0.00566904963910958,-0.011670374243389,-0.0135305148444686,-0.00554094031232024
Joplin,tornado,sector_model,DFFD _ ADMIN_EDU_L4,-0.0665496684811134,0,0.00152546576780227,-0.000134057582464,-0.00142721678014726,-0.00116990868049696,3.17531046666002e-05,3.51648301949856e-07,0,0.00161716444940171,-0.000448107031673118,-0.0172733170860802,0.00154235633935071,0,0,1.26929741399503e-05,-0.00136006524799617,-0.00285472675809609,-0.00331026251979026,-0.00135354847083005
Joplin,tornado,sector_model,DFFD _ HEALTH_L1,2.28511199068418,0,0.0144313488544041,-0.00415622486042438,-0.0233690018393907,-0.0143948818595445,4.75269430633564e-05,0.00146814482028776,0.00946851062923185,0.00239199582416519,-0.00576930933027364,0.0160455084453725,-0.121527303635002,0.00952027795083577,0.098107979366465,0.0206625532771103,-0.0176901251411459,-0.0359250408900171,-0.0418970087799251,-0.0168633063388886
Joplin,tornado,sector_model,DFFD _ HEALTH_L2,6.35853192226627,0,0.060411529487,-0.0106825186896185,-0.0645531760059799,-0.0411027318724938,-0.00627300628099335,0.0331332394135393,0.0817528420367954,0.147081285703381,-0.0129823883622208,0.0263608021852726,-0.315410090964805,0.0476453765096283,0.0846547260777397,0.0279349720399058,-0.0530954305430354,-0.107329368295614,-0.124967252243577,-0.0508741393955917
Joplin,tornado,sector_model,DFFD _ HEALTH_L3,2.74757068198388,0.00196694440588015,0.0279938589660822,-0.00369282579368126,-0.0372818088515056,-0.0202466918510659,0.00365807300207743,0.0197277365450367,0.0123379521633904,0.0250817639356503,-0.00125572477782907,0.0022003070567985,-0.156779320820266,0.0433231103510933,0.00242289191965012,0.00438985531468226,-0.0249331210868533,-0.0501073539514094,-0.0583005311106315,-0.0238257011657419
Joplin,tornado,sector_model,DFFD _ HEALTH_L4,0.621738456362277,0,0.0098820392600187,-0.00104030414083178,-0.00917247512843925,-0.00689485852805886,0.000249957802992647,0.0016996666980425,-0.000627896749951631,0.0103803685229576,-0.00327246958694078,0.00137341184091202,-0.0503878071727926,2.04999650971701e-05,-0.000913102937017353,-0.000119134114671366,-0.00803309844208043,-0.0161981965874737,-0.0188126207615403,-0.00771282950694346
Joplin,tornado,sector_model,DFFD _ ART_L1,-0.143202482243883,0,0.000266606405264063,-5.91591786086412e-05,-0.000481103653931421,-0.000286688970951938,0,0,4.41258854681781e-05,0,-5.69675659891189e-05,0.00026548115630612,0.000126810859793146,-0.108117822317613,0.00205500565538813,0.000398075314786493,-0.000433797200612872,-0.000927292429497552,-0.00107130255976095,-0.000439241865926993
Joplin,tornado,sector_model,DFFD _ ART_L2,-0.0690214910635443,0,0.00141940983778435,-0.000219560761675778,-0.00155108080750366,-0.000911207813189647,-4.39221275233777e-05,0.000724566953057579,0.00187160067328795,0.00313831671024151,-0.000355100801297082,0.000488345958920478,0.0010684824112362,-0.317296009292993,0.00184039837175896,0.000610319739275242,-0.0014297260814904,-0.00292747233284026,-0.00340180954823318,-0.00139872759462422
