Testbed,Hazard,Model_Type,Model_Name,(Intercept),ART_ACC_R1,ART_ACC_R2,ART_ACC_R3,ART_ACC_R4,ART_ACC_R5,ART_ACC_R6,ART_ACC_R7,COMMER_R1,COMMER_R2,COMMER_R3,COMMER_R4,COMMER_R5,COMMER_R6,COMMER_R7,CONS_R1,CONS_R2,CONS_R3,CONS_R4,CONS_R5,CONS_R6,CONS_R7,EDU_R1,EDU_R2,EDU_R3,EDU_R4,EDU_R5,EDU_R6,EDU_R7,HS1_R1,HS1_R2,HS1_R3,HS1_R4,HS1_R5,HS1_R6,HS1_R7,HS2_R1,HS2_R2,HS2_R3,HS2_R4,HS2_R5,HS2_R6,HS2_R7,HEALTH_R1,HEALTH_R2,HEALTH_R3,HEALTH_R4,HEALTH_R5,HEALTH_R6,HEALTH_R7,MANU_R1,MANU_R2,MANU_R3,MANU_R4,MANU_R5,MANU_R6,MANU_R7,RELIG_R1,RELIG_R2,RELIG_R3,RELIG_R4,RELIG_R5,RELIG_R6,RELIG_R7,UTIL_R1,UTIL_R2,UTIL_R3,UTIL_R4,UTIL_R5,UTIL_R6,UTIL_R7,AG_MI_R1,AG_MI_R2,AG_MI_R6,AG_MI_R7
SLC,earthquake,main_model,totDDS,94.7047615674173,-0.287883918408431,-0.287552740299594,-0.265603552951034,-0.270426296903925,-0.251441335779809,-0.161053875597043,0.0,-0.279906684122777,-0.278294826893055,-0.248057808193457,-0.252279283315536,-0.244050850277802,-0.239123537120185,-0.257225308573057,-0.840216991311522,-0.163923515573549,-0.273974115602849,0.0,0.0,0.0,0.0,0.0,-0.234141415424839,-0.035411427538892,-0.211278137592845,0.0,-0.0554529692830807,0.0,-0.426973108141082,-0.411642214470317,-0.36564602921107,-0.353496706024138,-0.295690617302096,-0.378819835272695,-0.549150075267567,-0.416412237335229,-0.413258820407578,-0.360576429034327,-0.348094506044403,-0.290410250108047,-0.380819188459347,-0.530257770619855,-0.353947494806686,-0.27511045332759,-0.225903999886922,-0.227821749555162,-0.238088480897042,-0.212711777025434,-0.218107181875932,-0.294327783463299,-1.5279495457582,-0.233125310646363,0.0,-0.244884125479214,-0.124930092049231,-0.77222376152391,-0.176233369973929,-0.18408582010479,-0.157656743338269,-0.162229151478494,-0.153482019048179,0.132397126645898,-0.0819930551595193,-0.338757640235611,-0.32771018780876,-0.309468516114291,-0.169771849221317,-0.21346047419723,-0.329639309456361,0.0,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DDS_ ART_ACC_R1,0.628657105312516,-0.248652006868071,0.0,0.0,0.0,0.0,0.0,-0.0028497068529578,-0.0003076180981205,-9.14155281333016e-06,-2.05766319659795e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006956860963851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035680374082481,-0.0010010539988471,-0.0001572769451488,-0.0001628204889186,-0.0001179136137465,-6.76191815564304e-05,-0.0001076108728057,-0.0001763678953369,-0.000482062128356,-0.0001309246063528,-0.0001522782381492,-7.72713966245355e-05,-0.0001465428346204,0.0,-6.52098733421209e-06,0.0050910248641325,0.0,0.0,0.0,0.0,0.0,5.67922006587713e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002792907414687,0.0,0.0,0.0,0.0,0.0,-0.0074503171432256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DDS_ ART_ACC_R2,6.6550556179438,-0.0013388903585957,-0.254430976749413,-0.0003859002347165,0.0,0.0,0.0,0.0179719255538056,0.0,-0.002120530843831,-0.0002582879788583,0.0,0.0,-0.0009543437382477,0.0,0.0,0.0491527763566973,0.0,0.0169300062332138,0.069335488629863,0.0,0.0559155360683112,0.0,0.0007392126568062,0.0,0.0,-0.0114862272486676,-0.0085443849252828,-0.0503880451147692,-0.0023862541609632,-0.0048035517751125,-0.0011731094964121,-0.0014709138828223,-0.0007009945764097,-0.0008774733838592,-0.0018820965608043,0.0,-0.0049401542311252,-0.0017886920451773,-0.0016387013124833,0.0,-0.0007423651772053,-0.0027897705191873,0.0057092857704693,0.0010314543526557,0.0,-0.000356097503437,-0.0010888125353352,-0.0021803484740749,0.0,0.0,0.0,0.0,0.0,0.0,0.0061550990530839,0.0,-0.0012070125056005,0.0021230890066656,-0.0005923371271994,0.0,0.0,0.0,0.0,-0.004427452116001,-0.0051893737697133,0.0,0.0,0.0,-0.0052732359329931,0.0,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DDS_ ART_ACC_R3,0.704369689953792,-0.0004349477330182,-0.0001490522611586,-0.23935813148811,0.0001358479165207,0.0,0.0001601873742475,0.0,-0.0003303153020274,-0.0001015736464969,-0.000717545036219,-0.0002075355835022,-9.95110443042919e-05,-9.97131099847007e-05,-0.000731239571186,0.0036479594344995,-0.0005501710778567,0.0034802247633861,0.0133778709709108,0.0,0.0,0.0782980112699755,-0.0027030252716721,-4.31316751052979e-05,0.0,-0.0002820141492999,0.0,0.0,0.0478326005333146,-0.0011910174638641,-0.0007049406274511,-0.0019628554104115,-0.0006497799080027,-0.0004063068725539,-0.0006751084538738,-0.0014545141188589,-0.0008866008794518,-0.0007940534237724,-0.0020010124635521,-0.0006242589181878,-0.0003999620226134,-0.0006171541122425,-0.0011893919072064,-0.0012323762889121,0.0,0.0018003742254061,0.0,-0.0003430924260558,0.0003556553368278,-0.0001092764098038,0.0,0.0,0.0007151571152035,0.0,0.0,-2.61814584031143e-05,0.0120999895225442,-0.0002523101889017,-7.65487185330967e-05,0.0008885406450911,0.0,-0.0006566992967327,0.0,0.0,0.0001805753761783,4.26864927689255e-05,-0.0043128009135719,0.0007805020669242,0.0004878709390128,-0.0042662747146338,0.039218943311633,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DDS_ ART_ACC_R4,0.677513996972468,-0.0002709670272714,-0.0001368712815229,5.55782248412593e-06,-0.252536250117122,-3.32288448389007e-06,0.0001916530513779,0.0,-7.45440017957647e-05,-9.57085293401116e-05,-0.0001038562342139,-0.0006265659708523,-5.46107167144063e-05,-0.000141633416638,-0.0001894790667589,0.0074078483004572,0.0,-0.0004952093060915,0.0113834801481348,0.0645828657670343,0.0,0.124332597587876,-0.0187560619772834,-0.0001133172477452,0.0,0.0009877008366758,0.0,0.0,-0.107971607742678,-0.0006498001914787,-0.0005985429792996,-0.0005178861652799,-0.0019608285154695,-0.0003332120350576,-0.0003735816572845,-0.0007499023410217,-0.0002616468267998,-0.0005273818701,-0.0004757285260829,-0.0019069721857664,-0.000319451191851,-0.0006512392410082,-0.0005566555893207,0.0,-8.0049516231824e-05,0.0001715270976616,0.0010440312964318,-0.0001856719112447,-0.0003578693815182,0.0,0.0,0.0,0.0,0.0,-0.0001513500388829,-0.0001010120015521,-0.0105137249262944,-0.0007220705747845,-0.0002013779685165,0.0,0.0049903888107824,0.0,0.0,-0.002916504729274,0.0002428087625447,9.22935308372554e-06,1.05100225794905e-05,-0.000523352389949,0.0014717190391313,0.0,0.0,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DDS_ ART_ACC_R5,0.641178543493747,-0.0003136538966946,-0.0001070746257451,-0.0002032986189695,-0.0002277322174922,-0.219168444445115,-0.0012720954354316,0.0050298787463157,-0.0003061777226918,-0.0001649739949795,-0.0001603528967219,-0.000253481063361,-0.0008125098993755,-0.0002901615708481,-0.0003748194405784,0.0,0.0010611912759925,-0.0012969241214424,0.0,0.0,0.0041121604484931,0.0,0.00786991169173,-6.84400320708768e-05,-2.99747662453756e-05,0.0,0.0005037287971798,0.0003694337461228,0.0,-0.0013507553483604,-0.0009406043337361,-0.0009533176649356,-0.0009045075552362,-0.0021130287122889,-0.0011959432906354,-0.0020201301282257,-0.0010844165728928,-0.0009580258298638,-0.0009115938119507,-0.0007987577264585,-0.0020979254757528,-0.0011067653578282,-0.0017442004481223,0.0002583775270902,6.80088945992761e-05,-2.51569524153509e-05,-0.0001685319255877,0.0019831534472689,-0.0002277069870389,-0.0008762164299439,-9.29387720211173e-05,0.0142734499390344,0.0,0.0,0.0007746071934767,-0.001624413789944,-0.0071900047491667,-0.0002886165866458,-0.0002315974683522,0.0,-0.0005360824583967,0.003973777755825,0.0,0.0,0.0,0.0002148516396533,-0.0002043926735553,0.0,-0.003489364765292,0.0,0.0,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DDS_ ART_ACC_R6,-0.468765176222542,-7.69641767333155e-05,-7.18993789622066e-05,-1.80711210898914e-06,0.0,-1.63623978009912e-05,-0.221971494910623,0.0,-0.0001811811998495,-9.64565894382843e-05,-0.0001174128201688,-9.65936562684205e-05,-0.0001053453442554,-0.0007889451855578,-0.0002655917343549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.91541679014107e-05,0.0,0.0,0.0,0.0,0.0,-0.0007146434577,-0.0004492125862227,-0.0004967766846548,-0.0004015974575835,-0.0003951814752139,-0.002255794928385,-0.0018840233836999,-0.0006154587653264,-0.0004490406169134,-0.0004423121907798,-0.0003424893698997,-0.0003546661288795,-0.0021340576087826,-0.001711339847343,0.0,-1.09632760631333e-05,0.0,-3.75204581175685e-05,-6.49214817602184e-05,0.0029590937607278,0.0,0.0,0.0,0.0,0.0,-1.99063879098198e-05,0.0015053381888182,0.0,-0.0001104997792271,0.0,-1.87809969659888e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0041165519291258,0.0,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DDS_ ART_ACC_R7,-0.391375299064607,0.0,0.0,0.0,0.0,0.0,0.0,-0.231489464385226,-6.11945692690904e-06,-8.52266671932514e-06,-1.50386414882956e-05,0.0,0.0,0.0,1.01131308921313e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.96199718234526e-06,0.0,0.0,0.0,0.0,0.0,-9.49772660846507e-05,-4.30814327944831e-05,-6.32222468952671e-05,-3.72050778929848e-05,-3.45980477456612e-05,-9.53611846386482e-05,-0.0006479368458112,-2.88962037534976e-05,-3.52091048791614e-05,-4.74190362837579e-05,-3.99077833428752e-06,0.0,-1.49309676346914e-05,-0.0004045447164694,0.0,0.0,0.0,0.0,0.0,0.0,0.0004994327971191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074322446877897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DDS_ COMMER_R1,5.7146969042399,-0.0123132806101776,-0.0002431398237917,-6.25513748885101e-05,0.0,-0.0005655069938664,0.0095744792159543,0.0342516941931734,-0.24746714288349,-0.0008170285939693,-0.000991659740953,-0.0006974061310816,-0.0005596939232897,-0.0004938332848975,-0.0026836749952628,0.0,0.0030670641131856,0.0,0.0,0.0,0.0,-0.062764138158186,0.0,-0.0006267897171196,0.0,-0.016191339285201,0.0,0.0,0.0,-0.0276183525019741,-0.0041888627305099,-0.0043870828534255,-0.0035121917600557,-0.002310354990163,-0.0036712953177083,-0.0087652461880174,-0.0258825572998235,-0.0045991971553663,-0.0033790715780324,-0.0028993519852561,-0.0021333847636197,-0.0026443425547841,-0.0051508146676387,0.0296380234792876,0.0,0.0005849537727299,-0.0008402501265623,-0.0013433336970426,0.0,0.0,0.0093089551556193,-0.0464127740425737,0.0005432406879337,0.0,0.0,0.0,0.0,0.0071646099611453,0.0,0.0,0.0,0.0,0.0,-0.0670926087888019,-0.0084077588895153,-0.0004859179389561,0.0,0.0,0.0,0.0011849960624607,-0.167085653531387,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DDS_ COMMER_R2,23.9122304883471,-0.0042374760843782,-0.0233239225239954,-0.0020671404670981,0.0,0.0,0.0,0.0,-0.0053772514917326,-0.259738187112576,-0.0018903476495222,-0.0011890724286438,-0.0011664667033656,-0.0003452269883139,-0.0143898343447959,0.0,0.0,-0.0101187565266791,-0.191280044179309,0.0,0.502279683879968,0.0,0.0,0.0,0.0,0.0,0.0423876961684989,0.0,0.0,-0.0200497729921966,-0.039764353262651,-0.0100673116642033,-0.0146612172797624,-0.0084136801680643,-0.0131721778791883,-0.0225939060538158,-0.0167157790805434,-0.040460108559261,-0.0073677032907217,-0.0133067315906298,-0.0081113561774746,-0.0152529214016012,-0.0243404947155089,0.0,0.0019543438683509,0.0,0.0,-0.0040608045988503,-0.0083233268967666,0.0,-0.0032276703524077,-0.0482374175974412,0.0,-0.266131635258801,-0.0007793674921177,0.0390904444297113,-0.320002674755111,0.0,0.0149937765995154,-2.26871688649459e-05,0.0,-0.0017448048881748,0.128337621109327,0.147461381485641,0.0,-0.0212896915115706,0.0,0.0,-0.0024869825196138,0.0,0.825183562945141,0.0,0.0,0.0,0.0
