Testbed,Hazard,Model_Type,Model_Name,(Intercept),ART_ACC_R1,ART_ACC_R2,ART_ACC_R3,ART_ACC_R4,ART_ACC_R5,ART_ACC_R6,ART_ACC_R7,COMMER_R1,COMMER_R2,COMMER_R3,COMMER_R4,COMMER_R5,COMMER_R6,COMMER_R7,CONS_R1,CONS_R2,CONS_R3,CONS_R4,CONS_R5,CONS_R6,CONS_R7,EDU_R1,EDU_R2,EDU_R3,EDU_R4,EDU_R5,EDU_R6,EDU_R7,HS1_R1,HS1_R2,HS1_R3,HS1_R4,HS1_R5,HS1_R6,HS1_R7,HS2_R1,HS2_R2,HS2_R3,HS2_R4,HS2_R5,HS2_R6,HS2_R7,HEALTH_R1,HEALTH_R2,HEALTH_R3,HEALTH_R4,HEALTH_R5,HEALTH_R6,HEALTH_R7,MANU_R1,MANU_R2,MANU_R3,MANU_R4,MANU_R5,MANU_R6,MANU_R7,RELIG_R1,RELIG_R2,RELIG_R3,RELIG_R4,RELIG_R5,RELIG_R6,RELIG_R7,UTIL_R1,UTIL_R2,UTIL_R3,UTIL_R4,UTIL_R5,UTIL_R6,UTIL_R7,AG_MI_R1,AG_MI_R2,AG_MI_R6,AG_MI_R7
SLC,earthquake,main_model,totDFFD,403.709859274561,-0.940446038032198,-0.551966866019573,-0.512093128907853,-0.401587282329203,-0.368451573430428,-0.277306705250416,-0.667204685465071,-0.769828299256287,-0.520674067075817,-0.546612767534012,-0.430442218938944,-0.400747149185339,-0.451084635969923,-0.705694873467966,-2.63147915729181,-0.164839319817628,-0.610850887639833,0.0,0.0,0.0,0.0,0.0,-0.433874013573058,-0.212991236125215,-0.464599176008476,-0.0885246839924327,-0.543033157819502,0.0,-2.03225350495916,-1.51410236012022,-1.39287144598899,-1.16967814462007,-0.91915305771262,-1.34429138888328,-2.55205620421204,-1.99043357037402,-1.51957085314019,-1.38140773501985,-1.15391832854772,-0.900645562394126,-1.33536259167119,-2.55234433169211,-1.98560444583788,-0.583944334110656,-0.644539002154482,-0.362459304445638,-0.464325997086406,-0.479530095752359,-0.596654055900622,-0.717110109030212,-5.76980931693527,-0.443759795541196,0.0,-0.290943429009459,-0.386771003087875,-3.45190577497581,-0.771467673350505,-0.560892900274342,-0.487732489242319,-0.572080112525633,-0.503536270404942,0.844655834608168,-2.93273161777938,-0.458707272786535,-0.334637977293149,-0.327728644223093,0.0,-0.0380508536057334,-0.57121929377851,-0.491570813470234,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DFFD_ UTIL_R1_L3,-0.446818459944684,-0.0024803834903851,-0.000133451912267,-4.78858525944174e-05,0.0,-1.76996886141928e-05,0.0,0.0,-0.0002074421878017,-0.000127561491444,-0.000172930727929,-0.0001394808356363,-9.14240410986586e-05,-0.0001182179491387,-0.0002246019046201,0.003551751315469,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026862412775358,-5.95048862200981e-05,0.0,0.0,0.0,0.0,0.0,4.3376728208459e-05,-0.0008843142239343,-0.0009106002328964,-0.000711865011998,-0.0004268716914216,-0.000694933956016,-0.001496838370334,0.0,-0.00088230655637,-0.0008860972429417,-0.0006722374881425,-0.0003716503256608,-0.0006220801823921,-0.0013174810207891,0.0059084962860977,0.0,0.0,-7.61599943111758e-05,-4.74227816999701e-05,0.0,-4.42476398334127e-05,0.0009835036965586,0.0,0.0,0.0,-6.24181953349291e-06,0.0,0.0,0.0018183755129434,-2.28475137526343e-05,-7.41170205908761e-05,0.0,0.0,0.0,0.0,0.0437222616111975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DFFD_ UTIL_R1_L4,-0.463045606155086,-0.0008606389581247,-7.39213503652832e-05,0.0,0.0,0.0,0.0,0.0,0.0010454304413026,-9.61268966326201e-05,-7.35805390375683e-05,-0.0001024006620177,-8.00120132127201e-05,-0.0001038546920118,-0.0002575003844758,0.0121917855826612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.26391834995266e-05,0.0,0.0,0.0,0.0,0.0,0.0017688919109829,-0.0006156184288795,-0.0002059116902718,-0.0005077787842054,-0.0003691911821622,-0.0007228236674902,-0.0023175045646024,0.0016161029492413,-0.0006071396848352,-0.000185138342905,-0.0004733895471044,-0.0003226872470918,-0.0006627686555545,-0.0021245232465918,0.0176665063689375,0.0,0.0,-4.93373760114795e-05,-2.2495230288481e-05,-2.16940345365531e-05,-0.0001004294088092,0.0012917482481658,0.0,0.0,0.0,-4.15022360333783e-05,0.0,0.0,0.0080719316135133,-7.80330659134438e-06,-3.06629467943148e-05,0.0,0.0,0.0,0.0,0.0258128175078696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DFFD_ CONS_R1_L1,-0.731081459520358,0.0095031983983022,-5.40416065085827e-05,0.0,0.0,0.0,0.0,0.0,0.0012677515777683,-4.98462363424541e-05,-6.54930347143185e-05,-8.08291112441247e-05,-5.01427546517129e-05,-8.17911408013543e-05,-0.0001549842574675,-0.248969856646196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0040819114932481,-0.0005303930116835,-0.0005367638094389,-0.0005185718275677,-0.0003103234313161,-0.0005857150000692,-0.0014300039217409,-0.0039874558133042,-0.0005194244613627,-0.0004901690707782,-0.0004694848591718,-0.0002462927797265,-0.0004811748426031,-0.0012744756335038,0.0170632179007373,0.0,0.0,-1.19534349663191e-06,0.0,0.0,0.0,-0.0005334400290128,0.0,0.0,0.0,0.0,0.0,0.0,0.0061485094158508,0.0,-1.39199220365702e-05,0.0,0.0,0.0,0.0,0.0003852851918664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DFFD_ CONS_R1_L2,-0.797254265113248,0.01244786720816,-0.0002422433985509,-0.0002101495579734,-5.24678345548337e-05,-0.0001031346554131,-0.000195425886527,0.0,0.0029470162394802,-0.0001924589820358,-0.0002397536104971,-0.0002830017218946,-0.0001763672650035,-0.0003014612310712,-0.0005721601228551,-0.698075854507882,0.0,0.0,0.0,0.0,0.0,0.0,0.0055319438088939,-5.99461146849325e-05,0.0,0.0,0.0,0.0,0.0,-0.0129631883109099,-0.0018806787514982,-0.0019594826863832,-0.0015994850490028,-0.0009843248504759,-0.0017283641608394,-0.0034638304634099,-0.0128193542123849,-0.001866278200366,-0.0019049623379918,-0.0015421432495949,-0.0009009095843519,-0.0016153260244862,-0.0034075057297565,0.049850494540856,-8.25199286083579e-05,0.0,-0.0001584432811342,-0.0001361256334446,-3.26769090180108e-07,-7.78514077614978e-05,0.0024182562332788,0.0,0.0,0.0,-4.46890082801595e-06,0.0,0.0,0.0109829213855121,-4.08294451615509e-05,-0.0001838191475136,0.0,0.0,0.0,0.0,0.0015056952521335,-0.0001641334788731,-0.0001225506397485,0.0,0.0,-0.0002830717121312,0.0,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DFFD_ CONS_R1_L3,-0.736137088966331,0.0057779787269815,-0.0001979740743057,-0.0001261312760093,-2.5918160469082e-05,-5.66345315107571e-05,0.0,0.0,0.0020554432531504,-0.0001611089635525,-0.0001839148370148,-0.0002284170771854,-0.0001412952039453,-0.0002351056852828,-0.0004600847902563,-0.523278590272701,0.0,0.0,0.0,0.0,0.0,0.0,0.0018666210284443,-3.99685887250435e-05,0.0,0.0,0.0,0.0,0.0,-0.0100437591846916,-0.0014933975687417,-0.0013894843574267,-0.0012441393629967,-0.000763314471194,-0.0013051666261843,-0.003005519935109,-0.0099059410116287,-0.0014816704983764,-0.0013414994907729,-0.0011892072090824,-0.0006917413370393,-0.0011910576712301,-0.0029148958687045,0.0220951473787651,-4.25794821419018e-05,0.0,-0.0001093217710703,-9.58715589822937e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076890243937282,-3.71380249545445e-06,-0.0001121774954974,0.0,0.0,0.0,0.0,0.0,-0.0001419372268836,-8.49892330705679e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DFFD_ CONS_R1_L4,-0.736979145503431,0.0022943810112277,-5.56693963621304e-05,0.0,0.0,0.0,0.0,0.0,0.0013950888449014,-6.27834175684681e-05,-4.33307801588551e-05,-7.46743819321002e-05,-5.32532206886955e-05,-7.77089746917917e-05,-0.0001582390635182,-0.172298019453358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.18354831004817e-05,0.0,0.0,0.0,0.0,0.0,-0.0025119707829365,-0.0005569280221365,-0.0002805036973159,-0.0004703761430955,-0.0003229388314286,-0.0006173256617354,-0.001820284928679,-0.0024140424375005,-0.0005466936602364,-0.0002419988568256,-0.000426631269125,-0.0002696946125808,-0.000524572473381,-0.0016663705116262,0.0151353205792079,0.0,0.0,0.0,-2.27770538156893e-06,0.0,0.0,0.0002927740667209,0.0,0.0,0.0,-9.91014984742293e-07,0.0,0.0,0.0065170081253902,0.0,-2.11876559489356e-05,0.0,0.0,0.0,0.0,-0.0001486817614003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DFFD_ MANU_R1_L1,-0.151104043115869,0.03370922404963,-0.0002891440888902,-0.0004341352432153,0.0,-0.0003098964051146,0.0,0.0,0.0012106887157416,-0.0002246215754192,-0.0003365017285715,-0.0003878711620155,-0.0002693241387888,-0.0004876741420725,-0.0012002079550544,0.0094969643070676,0.0,0.0,0.0,0.0,0.0066503580469854,-0.098056074600929,0.0032309253551082,-0.0001836259753977,0.0006255720279168,0.0,0.0,-0.0035635670917071,0.0,0.0043999335640941,-0.0018267633629511,-0.0020784836142713,-0.001869309309568,-0.0011012923155392,-0.002090503085451,-0.0049913099663603,0.0042322580591006,-0.0018259279627371,-0.0019958640444476,-0.0017509206869591,-0.0009682058606237,-0.0020513402391565,-0.0046074687431365,0.0609188639487608,-0.0002227111698865,-0.000126800085975,-0.0002764186749344,-0.0001686938018214,-0.0001291502154962,-0.0007686247916062,-0.0850833213720143,0.0,0.0,-0.0029696608636852,0.0,0.0,0.0,0.0220711674910827,-0.0002031163180793,-0.0003970376680473,0.0004800479853289,0.0,0.0,0.0017138300427207,-0.0035698904094174,-0.00021616989347,-0.0008059893979186,-0.0041217646335586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DFFD_ MANU_R1_L2,3.31893040326374,0.0402757878895216,-0.0017314256600592,-0.0028718736729407,-0.0010628757100022,-0.0016303986872442,0.0018593788263236,-0.0124743993205908,0.0007819731502837,-0.0013208334036281,-0.0018787131182752,-0.0018456919004282,-0.0012756640645313,-0.0022236028913529,-0.0047535923321599,0.0946799350060084,0.0,0.0001898617871892,0.0381178199642359,0.0,0.0389231763943789,-0.589785545971401,0.0123459177513199,-0.0009799526584978,0.0042226413062768,-0.0029901704094805,0.0,-0.0173612171629255,-0.127777642755727,0.0071043640363981,-0.0111014335666952,-0.012679942849352,-0.0093979599599023,-0.0057053541421417,-0.0098487426121508,-0.0177695378727905,0.0071831225694324,-0.011145274379419,-0.0125135639044633,-0.0090900160957104,-0.0053991205562298,-0.0098820171681893,-0.0170883033453529,0.276250976381348,-0.0017644207522421,-0.0010465734630084,-0.0015001798142375,-0.0010368939889472,-0.0011672638918376,-0.0029510044664262,-0.339086115925759,-0.006960718839435,-0.000565733610515,-0.0732559154788196,2.82067267759581e-05,0.0,0.0131342693821407,0.0482513454632304,-0.0016916310469707,-0.0023382696036204,0.0025880486913485,-0.0004006562114999,0.0119612637837911,0.0042662687078822,-0.0219411567862643,-0.0016479189891498,-0.0043563045966764,-0.0174236060584201,0.0007064586257424,-0.0045282565235069,-0.0246929412410644,0.0,0.0,0.0,0.0
SLC,earthquake,sectorRegion_model,DFFD_ MANU_R1_L3,3.21139358591127,0.0038196534633125,-0.0016637331378096,-0.0024908229448116,-0.00122153240039,-0.0014643091380471,0.0014327616173138,-0.0145572701104712,-0.0004876721146844,-0.0012838621331514,-0.0016414217937374,-0.0017776189362966,-0.0012056587818833,-0.0020778273360187,-0.0046573962117874,0.0423731743475124,-1.48592455062047e-07,1.0658271773347e-07,0.0447367016246572,0.0,0.0320319536045583,-0.523940171594639,0.0015020713475563,-0.0008737480477626,0.0030100875488749,-0.0021929112065669,0.0,-0.0149458821014518,-0.138961086653784,0.002704639158921,-0.0101764666153863,-0.0100951529514312,-0.0083904327736636,-0.0050852284737462,-0.008476910717882,-0.0187328111771638,0.0028199308413475,-0.0102149708214007,-0.0099734835953767,-0.0081123715760104,-0.0048508797788754,-0.0084613096191123,-0.0181535624217506,0.1045498858864,-0.0015861256965717,-0.0007232957120443,-0.0013852119323426,-0.0009634454343569,-0.0010886129086025,-0.0025132919727877,-0.302419453263391,-0.0109527962231972,-0.0006072939973323,-0.0611605293448211,0.0,0.0,0.016203835796607,0.0368544213562679,-0.0015203279401239,-0.0018668509640441,0.0018373984756073,-0.0005026953298138,0.0069339322218824,0.0,-0.0279868183525739,-0.0018293067714354,-0.0040642451192806,-0.014202861748529,0.0,-0.0030063962698768,-0.0170731366426526,0.0,0.0,0.0,0.0
